surname,forename,img_code
Steel,Jim,"<a id='mT8z_gWTSZpeUYHkeOyIdA' class='gie-slideshow' href='http://www.gettyimages.com/detail/649769058' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'mT8z_gWTSZpeUYHkeOyIdA',sig:'_SgeSVfX2Rm7VNoocuQiu-eACTpXOm4fRI6Mnh6XZn8=',w:'594px',h:'396px',items:'649769058,649791050,649769062,662199040,834249908',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Morris,Kieron,"<a id='apOeqc0GSCZzhIMW7QFgcw' class='gie-slideshow' href='http://www.gettyimages.com/detail/1148303572' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'apOeqc0GSCZzhIMW7QFgcw',sig:'wHtxVQqptbunZcBL89JAYVYdidp_M_byRNoUTJqjGcE=',w:'594px',h:'417px',items:'1148303572,1648135640,1433538636,1196487818,1146221002',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Coyne,Danny,"<a id='aHnke4JeTUxqNGQ6focAjQ' class='gie-slideshow' href='http://www.gettyimages.com/detail/835344950' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'aHnke4JeTUxqNGQ6focAjQ',sig:'3MZ3Y1sZctJOA_BN7AVikqDvP7smfVUTQhvDV-l7C6A=',w:'594px',h:'396px',items:'835344950,830048220,81002393,650087248,650069866',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Jennings,Connor,"<a id='5meK64PMQgB1SFDJHV615g' class='gie-slideshow' href='http://www.gettyimages.com/detail/1151625701' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'5meK64PMQgB1SFDJHV615g',sig:'TtncSoeO5sfhCehj5tv5IaeIIr0my2Jtxatlja-eApY=',w:'594px',h:'389px',items:'1151625701,546077544,1197493847,1146228046,1074334404',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
O'Brien,Liam,"<a id='ztDq7HxiRrFLiBpvarqGxg' class='gie-slideshow' href='http://www.gettyimages.com/detail/649987768' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'ztDq7HxiRrFLiBpvarqGxg',sig:'Z4AFP7uNuuIY81Buf9YuqcuEx4UKehOVqY1Jv8fBjzI=',w:'594px',h:'396px',items:'649987768,650448038,650368146,650059364,830050376',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Martindale,Dave,"<a id='Hj7dpa_EQHllN1k6yzW5mA' class='gie-slideshow' href='http://www.gettyimages.com/detail/649960182' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'Hj7dpa_EQHllN1k6yzW5mA',sig:'Eo3W4PMUUa5o3WPTwhp4vQtGiBLEHm9nxwFDZ0pvg-Q=',w:'594px',h:'396px',items:'649960182,649960302',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Moore,Ian,"<a id='nKO21DvyT_N2sbiBL0DQOA' class='gie-slideshow' href='http://www.gettyimages.com/detail/84056130' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'nKO21DvyT_N2sbiBL0DQOA',sig:'aMop6W581mbd6j4xGPY6poUh-4rk5J2PphUs_jHdFu8=',w:'594px',h:'416px',items:'84056130,805709882,676994670,676507262,676993890',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Koumas,Jason,"<a id='sgEwe64rQXlWMghW9cedAQ' class='gie-slideshow' href='http://www.gettyimages.com/detail/980650' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'sgEwe64rQXlWMghW9cedAQ',sig:'6Igk6tpVNWuRf0JYjSSPxp8LJfdtRlJe-sxNv3ZZeR4=',w:'594px',h:'398px',items:'980650,949210,829147872,650966974,1084071',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Mellon,Micky,"<a id='RyJZq7BIS75ynQhRRr7vJA' class='gie-slideshow' href='http://www.gettyimages.com/detail/681346712' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'RyJZq7BIS75ynQhRRr7vJA',sig:'jIjpTyaZHbgN3XB3szDgFnfV8ynYtoaWGD_D1okAOc8=',w:'594px',h:'396px',items:'681346712,829677682,1096627,830050392,1235773032',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Taylor,Ash,"<a id='FcccU0lkQfxp9CIF3xtu-A' class='gie-slideshow' href='http://www.gettyimages.com/detail/677044612' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'FcccU0lkQfxp9CIF3xtu-A',sig:'YdoZwOYKVDd7lQ7kmpllmdDhZZT4gl8jTbS628UvIHo=',w:'594px',h:'429px',items:'677044612,153059561,678510702,678677962,678938846',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Parkinson,Andy,"<a id='BDxWFF8xTwhBdRyMIyWAow' class='gie-slideshow' href='http://www.gettyimages.com/detail/650830524' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'BDxWFF8xTwhBdRyMIyWAow',sig:'_DUgOejG6b6CapB3EQrMRZgkuWmSHG41_t3RgskgW_0=',w:'594px',h:'396px',items:'650830524,980610,650830476,650978772,650453938',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Evans,Clive,"<a id='Gfkb752qT4th2yx0qZQV9A' class='gie-single' href='http://www.gettyimages.com/detail/652027960' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'Gfkb752qT4th2yx0qZQV9A',sig:'yScUIBQHfzZCwxlt-NlBoBfqloZVFP_7bPBRZh4ZQTg=',w:'397px',h:'594px',items:'652027960',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Leyland,Harry,"<a id='rj_HCxZfS_BUrKjP9UEKoA' class='gie-slideshow' href='http://www.gettyimages.com/detail/1209562743' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'rj_HCxZfS_BUrKjP9UEKoA',sig:'2xZ6rlXswL4qymP4RseSuvIvTsr7t88hsoIScaM_zyg=',w:'594px',h:'497px',items:'1209562743,1209561920,1210106841,637465402,832946650',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Sharps,Ian,"<a id='braQlN5-RkxAfG9dOkcxeA' class='gie-slideshow' href='http://www.gettyimages.com/detail/660985680' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'braQlN5-RkxAfG9dOkcxeA',sig:'zBc7L-ERVYKR2ghKUUMTIi7gYzkMQ2NBmrpVLyVyEmw=',w:'594px',h:'396px',items:'660985680,829343616,681146664,661185756,651695400',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Norwood,James,"<a id='xN0O90uJQ_5TSdYWfCFsTA' class='gie-slideshow' href='http://www.gettyimages.com/detail/957677934' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'xN0O90uJQ_5TSdYWfCFsTA',sig:'1J7Rgh9BAW3XJvthkvwOnbdNLjwkbE9z69zikjuIDtY=',w:'594px',h:'380px',items:'957677934,1077223192,1151628919,1148901567,1134568028',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Hume,Iain,"<a id='4DXDC_C8R7tXBEbpc5LrgQ' class='gie-slideshow' href='http://www.gettyimages.com/detail/829677652' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'4DXDC_C8R7tXBEbpc5LrgQ',sig:'D7CVUztCHY8fRpSM0SNhpeKlJ9CPv8oajqgjKYKUyXk=',w:'594px',h:'473px',items:'829677652,829328224,828946748,72389875,680955286',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Fon Williams,Owain,"<a id='WOh354IORLBFEPsJxzWDDA' class='gie-slideshow' href='http://www.gettyimages.com/detail/679012282' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'WOh354IORLBFEPsJxzWDDA',sig:'S0F68UC9u0bBIJ2W5FcjhBvlYH1H0rGqUrRExXbnaaM=',w:'594px',h:'403px',items:'679012282,678215136,852984870,677487918,678870016',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Dyson,Barry,"<a id='EEhq1so5SUtF7jEn0O9pjA' class='gie-single' href='http://www.gettyimages.com/detail/658029127' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'EEhq1so5SUtF7jEn0O9pjA',sig:'eNd5evtAXCEhYDy73zHoDxn8gbLR6wlhtf4nbZG9Zjg=',w:'392px',h:'594px',items:'658029127',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Bakayogo,Zoumana,"<a id='lCluzA0sTZ5ZKUC_nbwydA' class='gie-slideshow' href='http://www.gettyimages.com/detail/678322808' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'lCluzA0sTZ5ZKUC_nbwydA',sig:'JQBqmx5B83fWCNyI2nUI5DwmTumu-sYjD_aLDzMBm3w=',w:'594px',h:'514px',items:'678322808,678869950,678164898,163942228,677582046',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Hill,Clint,"<a id='Gk8ktkHwS1VO8cmEBwJJuA' class='gie-slideshow' href='http://www.gettyimages.com/detail/830313712' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'Gk8ktkHwS1VO8cmEBwJJuA',sig:'94jxyovjbmUX_1mGgQDCQUssz8d7vRTmWkaKnNJeSKE=',w:'594px',h:'391px',items:'830313712,906293738,830313752,650855796,1089322',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Challinor,Dave,"<a id='Iy07U6sLTkBtYONiXc-gbA' class='gie-slideshow' href='http://www.gettyimages.com/detail/650856616' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'Iy07U6sLTkBtYONiXc-gbA',sig:'T7Nji4MOpekt6FQQczLsx3R2OBrXY5uCnHp1cJ8q2xo=',w:'594px',h:'396px',items:'650856616,650854972,650854604,650835172,830048226',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
McNulty,Steve,"<a id='CYUAMkEiR0BF6OiJ-9WpwA' class='gie-slideshow' href='http://www.gettyimages.com/detail/682969618' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'CYUAMkEiR0BF6OiJ-9WpwA',sig:'QzVccme3mkZ7sNdjg4wQKUcODtFstkI2BvspMLfhbg4=',w:'594px',h:'390px',items:'682969618,545534934,546077546,1151628860,1044599710',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Harrison,Danny,"<a id='60DsOiPYTsZcMbItoNsMOA' class='gie-slideshow' href='http://www.gettyimages.com/detail/678510536' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'60DsOiPYTsZcMbItoNsMOA',sig:'HCxERzwli2fdHpMDccN_FykBeL9weNvQCTUXr8qf4Fc=',w:'594px',h:'396px',items:'678510536,678510414,681305094,661503530,681324790',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Mahon,Alan,"<a id='zzWVSyI6REJypmmPGTFt5A' class='gie-slideshow' href='http://www.gettyimages.com/detail/1521479' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'zzWVSyI6REJypmmPGTFt5A',sig:'7FIyr_nLeRUGLmAG8tAzYTIpmInou_9z8wZQaJJSZh8=',w:'594px',h:'441px',items:'1521479,650852466,650840302,663660824,830048166',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
O'Connor,Lee,"<a id='siKybtGdSZlFNChvXSB3Iw' class='gie-slideshow' href='http://www.gettyimages.com/detail/1290314898' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'siKybtGdSZlFNChvXSB3Iw',sig:'HsAu6XHXti4JasegBLh2Muol4MWzKminpLwrG6jn6sI=',w:'594px',h:'432px',items:'1290314898,1319125619,1290564912,1243966103,1239332533',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Greenacre,Chris,"<a id='tzF7yZzXQBhnN73C8FQ8mg' class='gie-slideshow' href='http://www.gettyimages.com/detail/661488562' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'tzF7yZzXQBhnN73C8FQ8mg',sig:'g-zU853WH9Hq80EOo05Fj52wMqt6Cji9gFx9vKGBaEM=',w:'594px',h:'384px',items:'661488562,661389434,662034340,832794304,834690196',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Eastham,Harry,"<a id='fxPxaeFPSPN_t7uGtxBwwQ' class='gie-single' href='http://www.gettyimages.com/detail/637432124' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'fxPxaeFPSPN_t7uGtxBwwQ',sig:'cC5pybenlOLRpm9rARiOBJWR2mUrYfV981XnNI8XGYc=',w:'594px',h:'448px',items:'637432124',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Farrimond,Syd,"<a id='5A31vZ6wQ2VCKEKLZi2Z9g' class='gie-single' href='http://www.gettyimages.com/detail/1409493350' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'5A31vZ6wQ2VCKEKLZi2Z9g',sig:'yIRUlzEpCjN6B2kECk1rxQcidZV07oM76535mExTTxA=',w:'594px',h:'592px',items:'1409493350',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Stevens,Gary,"<a id='TwzfVVSuTkVAWOi8ctCYCg' class='gie-slideshow' href='http://www.gettyimages.com/detail/650267648' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'TwzfVVSuTkVAWOi8ctCYCg',sig:'ibHYmiMU_eWj-kEoJKPcffPwXvubwcaKqH-_zW_Uajs=',w:'594px',h:'445px',items:'650267648,650069854,650069852,649718426,650368760',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Welsh,John,"<a id='3t_TyqP8RXR4lapy3j_dNw' class='gie-slideshow' href='http://www.gettyimages.com/detail/676395258' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'3t_TyqP8RXR4lapy3j_dNw',sig:'SjoIL8QDXmN8LlDPMHWD9FZBpN3pq_TgagAuyRC_row=',w:'594px',h:'396px',items:'676395258,90077780,677582994,676847826,676271868',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Shuker,Chris,"<a id='tIi2Is6RTehUSpNZ4OR39w' class='gie-slideshow' href='http://www.gettyimages.com/detail/832666750' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'tIi2Is6RTehUSpNZ4OR39w',sig:'tyl7uLOYAikSFWJxywBl1-6xLq2aXvC_8k0lnzBPyFA=',w:'594px',h:'494px',items:'832666750,93122217,81002474,676066540,662033490',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Manning,John,"<a id='sf95yiw7T21GqpQPiKMQHA' class='gie-single' href='http://www.gettyimages.com/detail/833083610' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'sf95yiw7T21GqpQPiKMQHA',sig:'ePVE8YYUkfVilHTc0LGlVKELx1KY3QoSSYLQSdNwvEY=',w:'586px',h:'594px',items:'833083610',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Garnett,Shaun,"<a id='OPO4MTVwRBFbpBY7OCRMxg' class='gie-slideshow' href='http://www.gettyimages.com/detail/649792582' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'OPO4MTVwRBFbpBY7OCRMxg',sig:'Joyvr7oCmpUcXlt42QEXpaXDkEowd_40pNh0chvuSUw=',w:'594px',h:'396px',items:'649792582,650049398,649792578,676066562,649960300',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Monthe,Emmanuel,"<a id='gjyhhc9IR0FzpG5JYK98AQ' class='gie-slideshow' href='http://www.gettyimages.com/detail/1044862814' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'gjyhhc9IR0FzpG5JYK98AQ',sig:'81QmoyRMaOg2u4Y66_3DUwgSD23FDihMIST4R_8shUc=',w:'594px',h:'521px',items:'1044862814,1290564911,1296233171,1191708486,1146221808',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
McLaren,Paul,"<a id='MkWE25wkRbh1nt12wkZzqg' class='gie-slideshow' href='http://www.gettyimages.com/detail/832199680' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'MkWE25wkRbh1nt12wkZzqg',sig:'l4vvlcJWlCTXsar9SWYjyqDJA2YT-wPBd58OIDzRhN0=',w:'594px',h:'431px',items:'832199680,676715488,676271980,662602014,663660768',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
McNab,Neil,"<a id='DODdycV2R7xOHQ-wYx4STA' class='gie-slideshow' href='http://www.gettyimages.com/detail/82062187' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'DODdycV2R7xOHQ-wYx4STA',sig:'UwdtzIe4N3b_xxIX4HlATfWsD-8_8dfvFtW02W4KvSI=',w:'594px',h:'400px',items:'82062187,652004736,637441594,651281610,637441582',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
Stockton,Cole,"<a id='_-D3tAOtQfZKc-myTPuH2g' class='gie-slideshow' href='http://www.gettyimages.com/detail/678151566' target='_blank' style='color:#a7a7a7;text-decoration:none;font-weight:normal !important;border:none;display:inline-block;'>Embed from Getty Images</a><script>window.gie=window.gie||function(c){(gie.q=gie.q||[]).push(c)};gie(function(){gie.widgets.load({id:'_-D3tAOtQfZKc-myTPuH2g',sig:'iB66HUIhrGSjhs00VedQ07qKSXMzWIU6jInjCI4Spk4=',w:'594px',h:'393px',items:'678151566,679026468,678151388,484968053,1025923426',caption: false ,tld:'com',is360: false })});</script><script src='//embed-cdn.gettyimages.com/widgets.js' charset='utf-8' async></script>"
